tconst	ordering	nconst	category	job	characters	img_url_asset
tt0098064	2	nm0286499	actress	\N	"[""Lola""]"	https://image.tmdb.org/t/p/{width_variable}/9AFUO0mRgEAoK4v2znjqYvvEdEn.jpg
tt0098064	3	nm0599640	actor	\N	"[""Andrade""]"	https://image.tmdb.org/t/p/{width_variable}/8oMHr2NT2yoFd3AsQG93PEXbSBS.jpg
tt0098064	4	nm0558044	actress	\N	"[""Laura""]"	https://image.tmdb.org/t/p/{width_variable}/5I9hTu2uHtmz1IkHN01xnlZph7z.jpg
tt0098064	5	nm0654839	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/s66SfAYU3kdGPhnoPWYNNsKC4mV.jpg
tt0098064	6	nm0895954	producer	executive producer	\N	\N
tt0098064	7	nm0305862	composer	\N	\N	\N
tt0098064	8	nm0840757	cinematographer	\N	\N	\N
tt0098064	9	nm0708101	editor	\N	\N	\N
tt0098070	10	nm0895059	writer	screenplay	\N	\N
tt0098070	1	nm0553402	actress	\N	"[""Lisa""]"	https://image.tmdb.org/t/p/{width_variable}/xMfeR8rsf7wwYBG3JYFlcFzYgGR.jpg
tt0098070	2	nm0646037	actor	\N	"[""Andrej""]"	https://image.tmdb.org/t/p/{width_variable}/qQwqsM7pMiTRGw18SsfKvp507GW.jpg
tt0098070	3	nm0198195	actor	\N	"[""Stefano""]"	https://image.tmdb.org/t/p/{width_variable}/lDoYd2tPelqo97B5HNQ32LkEcff.jpg
tt0098070	4	nm0311167	actor	\N	"[""Dario""]"	\N
tt0098070	5	nm0813177	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/r4ZOmzE7abVCzJ07Rmt0nE2Svkd.jpg
tt0098070	6	nm0142667	writer	story	\N	\N
tt0098070	7	nm0667657	writer	story	\N	https://image.tmdb.org/t/p/{width_variable}/xXuhedyLpFUhjmSqZvuN1jNHDY7.jpg
tt0098070	8	nm0125657	writer	screenplay	\N	\N
tt0098070	9	nm0223855	writer	screenplay	\N	\N
tt0098077	10	nm0531255	actor	\N	"[""Flippity""]"	\N
tt0098077	1	nm0513260	actor	\N	"[""Tristán""]"	https://image.tmdb.org/t/p/{width_variable}/u6Htou10bRZxGmPgdK4OzzvrqHG.jpg
tt0098077	2	nm0658977	actress	\N	"[""Priscila""]"	\N
tt0098077	3	nm3967734	actor	\N	"[""Lumumba""]"	\N
tt0098077	4	nm3967447	actor	\N	"[""Rey Atanasio""]"	\N
tt0098077	5	nm0306551	director	\N	\N	\N
tt0098077	6	nm0547425	writer	\N	\N	\N
tt0098077	7	nm0547423	producer	producer	\N	\N
tt0098077	8	nm0683535	composer	\N	\N	\N
tt0098077	9	nm2278536	actor	\N	"[""Gran Ton""]"	\N
tt0098100	10	nm0334518	production_designer	\N	\N	\N
tt0098100	1	nm0516671	actor	\N	"[""Brad Stillman""]"	\N
tt0098100	2	nm0183881	actor	\N	"[""Garth Baxter""]"	https://image.tmdb.org/t/p/{width_variable}/mA3BVn5pCYp2cFuuDzKsS5GmOuf.jpg
tt0098100	3	nm0504681	actress	\N	"[""Karen Masters""]"	https://image.tmdb.org/t/p/{width_variable}/rsG47YxierLe7UCENIBIuOK3h2X.jpg
tt0098100	4	nm0140848	actress	\N	"[""Lt. Smith""]"	https://image.tmdb.org/t/p/{width_variable}/2HSNIB1kHTlxxQzWySjY0vRH0Me.jpg
tt0098100	5	nm0160540	director	\N	\N	\N
tt0098100	6	nm0003389	producer	producer	\N	\N
tt0098100	7	nm0232523	composer	\N	\N	\N
tt0098100	8	nm0338490	cinematographer	\N	\N	\N
tt0098100	9	nm0499450	editor	\N	\N	\N
tt0098136	10	nm0745486	editor	\N	\N	\N
tt0098136	1	nm0174860	actor	\N	"[""Alex Grey""]"	https://image.tmdb.org/t/p/{width_variable}/2spxhPR3kozQQNLXbr5ITTomDHc.jpg
tt0098136	2	nm0696395	actress	\N	"[""Sarah Monroe""]"	https://image.tmdb.org/t/p/{width_variable}/2VULbq0fIhsvV5LmrOqkYY3GJ8v.jpg
tt0098136	3	nm0833635	actor	\N	"[""Shane Taylor""]"	\N
tt0098136	4	nm0852175	actress	\N	"[""Mary Lou Maloney""]"	\N
tt0098136	5	nm0646987	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/s6UJkj8g1GmD6M66gbQlIyjafY8.jpg
tt0098136	6	nm0801157	director	\N	\N	\N
tt0098136	7	nm0756107	producer	producer	\N	\N
tt0098136	8	nm0006344	composer	\N	\N	\N
tt0098136	9	nm0605731	cinematographer	director of photography	\N	\N
tt0098139	10	nm0244554	production_designer	\N	\N	\N
tt0098139	1	nm0255979	actress	\N	"[""Professora""]"	https://image.tmdb.org/t/p/{width_variable}/zdEM6b1NGwOWKd6rgmPnRCpPedw.jpg
tt0098139	2	nm0346852	actor	\N	\N	\N
tt0098139	3	nm0202262	actor	\N	"[""Escriptor""]"	https://image.tmdb.org/t/p/{width_variable}/o79UYrKXuzDFDdsrozLTdhPh8hB.jpg
tt0098139	4	nm0693493	actor	\N	"[""Editor""]"	https://image.tmdb.org/t/p/{width_variable}/dlrkGiYFUguEBdf19CLWHF1vGCj.jpg
tt0098139	5	nm0691908	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/vS6B7Ug4RaZjYEWm7PX645Y7n84.jpg
tt0098139	6	nm2766718	writer	dialogue	\N	\N
tt0098139	7	nm0764001	writer	\N	\N	\N
tt0098139	8	nm0686385	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/v4q36x5G1SmqYb0vSaB6ehHeXVZ.jpg
tt0098139	9	nm0013658	editor	\N	\N	\N
tt0098144	10	nm0895954	writer	\N	\N	\N
tt0098144	1	nm0023600	actor	\N	"[""Albert""]"	https://image.tmdb.org/t/p/{width_variable}/iLuqqbL9es4NXSfHYyOiAO2MBmY.jpg
tt0098144	2	nm0883007	actor	\N	"[""Ivo""]"	https://image.tmdb.org/t/p/{width_variable}/h2nNJv5jqxZrlpygTgGDJHEXc9L.jpg
tt0098144	3	nm0719765	actress	\N	"[""Coral""]"	https://image.tmdb.org/t/p/{width_variable}/9Os3Z8clhmIyjcvUN3LMwGvR1za.jpg
tt0098144	4	nm0084289	actor	\N	"[""Pep""]"	https://image.tmdb.org/t/p/{width_variable}/wTY6dycAsvMTPfWVlezyHfu9HOV.jpg
tt0098144	5	nm0336076	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/nlAEI1yRZ2to0LkKRtgPkLASdeA.jpg
tt0098144	6	nm0264705	writer	\N	\N	\N
tt0098144	7	nm0379586	writer	\N	\N	\N
tt0098144	8	nm11330682	writer	\N	\N	\N
tt0098144	9	nm0891396	writer	novel	\N	\N
tt0098150	10	nm2300871	editor	\N	\N	\N
tt0098150	1	nm0482580	actor	\N	"[""Uncle Feng""]"	https://image.tmdb.org/t/p/{width_variable}/3G7ftUMJeFHaxxcCZ9gBRtd84Tg.jpg
tt0098150	2	nm0482714	actor	\N	"[""Sergeant Lam""]"	https://image.tmdb.org/t/p/{width_variable}/iSZ7ggcTeJJDySVWEu8Or3VqQM4.jpg
tt0098150	3	nm0594226	actor	\N	"[""Sergeant No. 2237""]"	https://image.tmdb.org/t/p/{width_variable}/cCmCh5D3bRA1dZ7xKGH5pBjkyQf.jpg
tt0098150	4	nm0939250	actress	\N	"[""Lin""]"	\N
tt0098150	5	nm0876600	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/qXcaPPa4or5bVTR299IZ7anp3m4.jpg
tt0098150	6	nm0874683	writer	\N	\N	\N
tt0098150	7	nm3803448	writer	\N	\N	\N
tt0098150	8	nm0482680	cinematographer	\N	\N	\N
tt0098150	9	nm0393207	editor	\N	\N	\N
tt0098172	10	nm0123885	cinematographer	\N	\N	\N
tt0098172	1	nm0369567	actor	\N	"[""Elliot Canner""]"	https://image.tmdb.org/t/p/{width_variable}/yYGJCFjsWNVVOPqq2Rl1JWRrYt3.jpg
tt0098172	2	nm0471241	actress	\N	"[""Lena Wallace""]"	\N
tt0098172	3	nm0903677	actor	\N	"[""Wesley Wilson""]"	https://image.tmdb.org/t/p/{width_variable}/g7IuNOiDslCGInYEYClbyRrma5z.jpg
tt0098172	4	nm0014718	actor	\N	"[""Vinny""]"	https://image.tmdb.org/t/p/{width_variable}/pmb6pFiGvtWbJLV43TgmSjrz8Gt.jpg
tt0098172	5	nm0819701	director	\N	\N	\N
tt0098172	6	nm0711877	writer	written by	\N	\N
tt0098172	7	nm0038436	writer	written by	\N	\N
tt0098172	8	nm0819680	producer	producer	\N	\N
tt0098172	9	nm0740406	composer	\N	\N	\N
tt0098181	10	nm0481543	editor	\N	\N	\N
tt0098181	1	nm0568907	actor	\N	"[""Robert""]"	https://image.tmdb.org/t/p/{width_variable}/oyuMtJRK06OPOimxKY9DT1gLY4E.jpg
tt0098181	2	nm0651775	actress	\N	"[""Luise""]"	\N
tt0098181	3	nm0430953	actor	\N	"[""Dr. Schaller""]"	https://image.tmdb.org/t/p/{width_variable}/bNUgsYgY2xSaaZhOBCUgORTm3RJ.jpg
tt0098181	4	nm0559331	actor	\N	"[""Prälat Schulte-Pelkum""]"	https://image.tmdb.org/t/p/{width_variable}/3ef7g0bPQruz8Uji6YmoVr9zCWQ.jpg
tt0098181	5	nm0902339	director	\N	\N	\N
tt0098181	6	nm0527620	writer	"novel ""Verschleppt"""	\N	\N
tt0098181	7	nm0901456	producer	producer	\N	\N
tt0098181	8	nm0105636	composer	\N	\N	\N
tt0098181	9	nm0670454	cinematographer	\N	\N	\N
tt0098182	1	nm0198017	director	\N	\N	\N
tt0098199	10	nm0416979	composer	\N	\N	\N
tt0098199	1	nm0001657	actor	\N	"[""Jack Fisher""]"	https://image.tmdb.org/t/p/{width_variable}/dWfotc1X71wNCGyPO9hXpv8U9Gw.jpg
tt0098199	2	nm0951828	actor	\N	"[""Michael Keller""]"	https://image.tmdb.org/t/p/{width_variable}/dYXZM0CfzjUT1w1jny4mfpvFGgW.jpg
tt0098199	3	nm0147985	actor	\N	"[""Harry Crawford""]"	https://image.tmdb.org/t/p/{width_variable}/529TK0OU7AmosBtsqVrOV3cB5sg.jpg
tt0098199	4	nm0611797	actress	\N	"[""Lisa""]"	\N
tt0098199	5	nm0839233	director	\N	\N	\N
tt0098199	6	nm0161823	writer	written by	\N	\N
tt0098199	7	nm0889065	producer	producer	\N	\N
tt0098199	8	nm0889066	producer	producer	\N	\N
tt0098199	9	nm0063613	composer	\N	\N	\N
tt0098211	10	nm1697669	editor	\N	\N	\N
tt0098211	1	nm0795294	actress	\N	"[""ROBO-C.H.I.C.""]"	https://image.tmdb.org/t/p/{width_variable}/1z1a7KFkU5AEVltMtWWQOd5HT48.jpg
tt0098211	2	nm0198452	actress	\N	"[""ROBO-C.H.I.C.""]"	\N
tt0098211	3	nm0911431	actor	\N	"[""Harry Truman Hodgkins""]"	https://image.tmdb.org/t/p/{width_variable}/13qUIbdB6D6BaTy3znHoHWdHuYN.jpg
tt0098211	4	nm2927545	actor	\N	"[""John Kent""]"	\N
tt0098211	5	nm0360766	director	\N	\N	\N
tt0098211	6	nm0541654	director	\N	\N	\N
tt0098211	7	nm0656469	producer	producer	\N	\N
tt0098211	8	nm2783345	composer	\N	\N	\N
tt0098211	9	nm3210741	cinematographer	\N	\N	\N
tt0098244	10	nm1440476	composer	\N	\N	\N
tt0098244	1	nm0000047	actress	\N	"[""Rosa Priore""]"	https://image.tmdb.org/t/p/{width_variable}/94Kglg5dsAgOKG76230FFN7m6W3.jpg
tt0098244	2	nm0208371	actor	\N	"[""Don Peppino Priore""]"	https://image.tmdb.org/t/p/{width_variable}/tL1oEW4JCHq0upYkGDUF79TUggP.jpg
tt0098244	3	nm0208171	actor	\N	"[""Luigi Iannello""]"	https://image.tmdb.org/t/p/{width_variable}/4zVmIuK3Q5z1en9rhSLOiOSZJdc.jpg
tt0098244	4	nm0615905	actress	\N	"[""Giulianella""]"	https://image.tmdb.org/t/p/{width_variable}/vXM9UMlAdffrBLENL2utts0a2BV.jpg
tt0098244	5	nm0921631	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/1CSAr1pTmwhgzjPVelu6nF2ACgO.jpg
tt0098244	6	nm0208370	writer	play	\N	https://image.tmdb.org/t/p/{width_variable}/qe377vtMNE7a7SzXYXf98bxKw3r.jpg
tt0098244	7	nm0478431	writer	screenplay	\N	https://image.tmdb.org/t/p/{width_variable}/5ODGaJFZB13nKAFzjzicV4nJ55d.jpg
tt0098244	8	nm0690637	producer	producer	\N	\N
tt0098244	9	nm1555994	composer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/xutYaHUCq963kTd8o3NT6dgrqtp.jpg
tt0098256	10	nm0140237	editor	\N	\N	\N
tt0098256	1	nm0084289	actor	\N	"[""Pol""]"	https://image.tmdb.org/t/p/{width_variable}/wTY6dycAsvMTPfWVlezyHfu9HOV.jpg
tt0098256	2	nm0396156	actress	\N	"[""Eva""]"	https://image.tmdb.org/t/p/{width_variable}/vT69lpYxiixMDVHvvcYu2ZRnF9Q.jpg
tt0098256	3	nm0687840	actress	\N	"[""Laura""]"	\N
tt0098256	4	nm0034281	actor	\N	"[""Juan""]"	\N
tt0098256	5	nm0554580	director	\N	\N	\N
tt0098256	6	nm1720870	writer	"novel ""Sauna"""	\N	\N
tt0098256	7	nm1408400	composer	\N	\N	\N
tt0098256	8	nm0686385	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/v4q36x5G1SmqYb0vSaB6ehHeXVZ.jpg
tt0098256	9	nm0840757	cinematographer	\N	\N	\N
tt0098267	1	nm0118345	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/wYHmjGNkW4Am9JOtaEIqI7RFRpD.jpg
tt0098267	2	nm0373494	director	\N	\N	\N
tt0098267	3	nm0512803	composer	\N	\N	\N
tt0098267	4	nm0261373	editor	\N	\N	\N
tt0098278	1	nm0900143	actress	\N	"[""Margherita"",""wife""]"	https://image.tmdb.org/t/p/{width_variable}/fwDSIup9fJHnu7DHlAp20OSTDly.jpg
tt0098278	2	nm0001285	actor	\N	"[""Tony"",""Margherita's friend""]"	https://image.tmdb.org/t/p/{width_variable}/ismZMvs8QxRR33OAVp9AKr3TokP.jpg
tt0098278	3	nm0674358	actor	\N	"[""Paolo"",""Margherita's husband""]"	https://image.tmdb.org/t/p/{width_variable}/ixCkr4SLy3EOMgqJUrcaXSNNNAp.jpg
tt0098278	4	nm0816457	actress	\N	"[""Lauray"",""Margherita's friend""]"	https://image.tmdb.org/t/p/{width_variable}/5WILB2hN0BUCz4HgmoLu7OVq2Hn.jpg
tt0098278	5	nm0166405	writer	writer	\N	\N
tt0098278	6	nm0751721	writer	writer	\N	https://image.tmdb.org/t/p/{width_variable}/8oRwTMiXUbyYedvzGMsfRM1Snp1.jpg
tt0098278	7	nm0005765	cinematographer	\N	\N	\N
tt0098278	8	nm0302976	editor	\N	\N	\N
tt0098294	10	nm0524037	composer	\N	\N	\N
tt0098294	1	nm0125540	actress	\N	"[""Gloria""]"	https://image.tmdb.org/t/p/{width_variable}/4IonIHM7kRU9uHdg8ujJT9Rjg56.jpg
tt0098294	2	nm0376283	actor	\N	"[""Eolo""]"	https://image.tmdb.org/t/p/{width_variable}/jh1ml10cGEvXc6CWsQVW8yjq9zr.jpg
tt0098294	3	nm0650024	actor	\N	"[""Ministro""]"	https://image.tmdb.org/t/p/{width_variable}/5mPRxBR3yqjHnbHXIKINgAAHDeH.jpg
tt0098294	4	nm0313452	actor	\N	"[""Ferruccio""]"	https://image.tmdb.org/t/p/{width_variable}/pyO4AnWGdYq43tcIYU8edFsOo5G.jpg
tt0098294	5	nm0524516	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/gTXCjDykIdwlGrmzr22ogIRXJQi.jpg
tt0098294	6	nm0076914	writer	\N	\N	\N
tt0098294	7	nm0664760	writer	\N	\N	\N
tt0098294	8	nm0729936	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/kEXKcvTibs4rQjjNujj6ukfeHHh.jpg
tt0098294	9	nm0732900	producer	producer	\N	\N
tt0098318	10	nm10934765	composer	\N	\N	\N
tt0098318	1	nm5666124	self	\N	"[""Self (translator)""]"	\N
tt0098318	2	nm10934783	self	\N	"[""Self""]"	\N
tt0098318	3	nm10934785	self	\N	"[""Self""]"	\N
tt0098318	4	nm10934786	self	\N	"[""Self""]"	\N
tt0098318	5	nm0626864	director	\N	\N	\N
tt0098318	6	nm2947401	writer	\N	\N	\N
tt0098318	7	nm0771042	producer	producer	\N	\N
tt0098318	8	nm10934763	composer	\N	\N	\N
tt0098318	9	nm10934764	composer	\N	\N	\N
tt0098344	1	nm0413839	actress	\N	"[""Crawldaddy""]"	https://image.tmdb.org/t/p/{width_variable}/fLrCF0ZctgkrwxjOuwcBRaJYPnF.jpg
tt0098344	2	nm0818547	actor	\N	"[""Phink""]"	https://image.tmdb.org/t/p/{width_variable}/3dKveWiEUeQbAxC7o9AKkIUymPQ.jpg
tt0098344	3	nm0745059	actress	\N	"[""Violet""]"	\N
tt0098344	4	nm0263937	actor	\N	"[""Paul Hickox""]"	\N
tt0098344	5	nm0453238	director	\N	\N	\N
tt0098344	6	nm0790323	writer	story	\N	\N
tt0098344	7	nm0006931	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/pl0KGkH2rUS2FEP7LyWdcMHNgF4.jpg
tt0098344	8	nm0866188	cinematographer	\N	\N	\N
tt0098372	10	nm0943828	editor	\N	\N	\N
tt0098372	1	nm0353624	actor	\N	"[""Big Eli McDonaugh""]"	https://image.tmdb.org/t/p/{width_variable}/i0DaGXNODFbkX9MkXjrbgvk53fo.jpg
tt0098372	2	nm0810342	actor	\N	"[""Hatchett""]"	https://image.tmdb.org/t/p/{width_variable}/2gnGtzAlNP3sg2s3ACQMTK6PDQq.jpg
tt0098372	3	nm0946529	actor	\N	"[""Little Eli""]"	\N
tt0098372	4	nm0037192	actress	\N	"[""Watawna""]"	\N
tt0098372	5	nm0172181	director	\N	\N	\N
tt0098372	6	nm2157186	writer	story	\N	\N
tt0098372	7	nm0535983	producer	producer	\N	\N
tt0098372	8	nm0298316	composer	\N	\N	\N
tt0098372	9	nm0011147	cinematographer	\N	\N	\N
tt0098377	1	nm0708105	actor	\N	"[""Andy""]"	https://image.tmdb.org/t/p/{width_variable}/3GhA3iAgJB6FqvxJnAO6CuHvy9r.jpg
tt0098377	2	nm0789449	actress	\N	"[""Dyanne""]"	https://image.tmdb.org/t/p/{width_variable}/AhqufDHtMl3RaGYkXEnWmrczseW.jpg
tt0098377	3	nm0913797	actor	\N	"[""Matty""]"	https://image.tmdb.org/t/p/{width_variable}/4uI6QEicUA0cR5suA0B2bEM7JBt.jpg
tt0098377	4	nm0444198	actor	\N	"[""Mark""]"	https://image.tmdb.org/t/p/{width_variable}/rF4ttIXGNQwHq8PTtNHdpIyBN4.jpg
tt0098377	5	nm4979187	director	\N	\N	\N
tt0098377	6	nm0662956	writer	writer	\N	\N
tt0098377	7	nm0400563	composer	\N	\N	\N
tt0098377	8	nm0666226	cinematographer	\N	\N	\N
tt0098377	9	nm0658026	editor	\N	\N	\N
tt0098392	1	nm0194422	actress	\N	"[""Bertine""]"	https://image.tmdb.org/t/p/{width_variable}/cSyV6J0U64JPAg7fGBv9CepImOi.jpg
tt0098392	2	nm3990931	actress	\N	"[""Sophie""]"	\N
tt0098392	3	nm0349654	actor	\N	"[""Hubert""]"	\N
tt0098392	4	nm0487110	actor	\N	"[""Paul""]"	https://image.tmdb.org/t/p/{width_variable}/coNhXk0GKODmDDj9LI1XihC2M7Q.jpg
tt0098392	5	nm0584906	composer	\N	\N	\N
tt0098392	6	nm0389238	cinematographer	\N	\N	\N
tt0098392	7	nm2827407	editor	\N	\N	\N
tt0098392	8	nm0517351	production_designer	\N	\N	\N
tt0098405	1	nm0032881	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/snEgrqtFGjL0zohWMlJpoZhM79F.jpg
tt0098405	2	nm0125728	actor	\N	\N	\N
tt0098405	3	nm0161535	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/7q5TSLaSecwDU5DXBNlYj8GgN93.jpg
tt0098405	4	nm0233090	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/4b7LuUop8y0wd1cqljhf53Elg4D.jpg
tt0098405	5	nm0157696	director	\N	\N	\N
tt0098405	6	nm0314044	writer	screenplay	\N	\N
tt0098405	7	nm0230472	composer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/pof1taWJia4nYJVvzv9kSxnQdvZ.jpg
tt0098405	8	nm0554434	cinematographer	\N	\N	\N
tt0098405	9	nm0548490	production_designer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/23RZ0xmL5kltO5AKbm87PSEqwwg.jpg
tt0098422	10	nm0121335	editor	\N	\N	\N
tt0098422	1	nm0636280	actor	\N	"[""Zac Connors""]"	https://image.tmdb.org/t/p/{width_variable}/fojWPlb36d63UMzhFL8jOzGbfnP.jpg
tt0098422	2	nm0038677	actress	\N	"[""Suay""]"	https://image.tmdb.org/t/p/{width_variable}/appwwrNWhcnkUH6E47jHB0Ibgpb.jpg
tt0098422	3	nm0643164	actor	\N	"[""Yamaguchi""]"	https://image.tmdb.org/t/p/{width_variable}/ueIjJW9Nu0Pewaa8nWB9dKusn6u.jpg
tt0098422	4	nm1395252	actor	\N	"[""Chai""]"	https://image.tmdb.org/t/p/{width_variable}/icswv7UBROLszuTRv2JVHopOSRK.jpg
tt0098422	5	nm0139584	director	\N	\N	\N
tt0098422	6	nm0799641	writer	screenplay	\N	\N
tt0098422	7	nm0483625	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/bzab43UIInTLBzo9N7UqrYoQMYW.jpg
tt0098422	8	nm0362451	composer	\N	\N	\N
tt0098422	9	nm0077724	cinematographer	\N	\N	\N
tt0098426	10	nm0251170	composer	\N	\N	\N
tt0098426	1	nm0844274	actor	\N	"[""King Arthur""]"	https://image.tmdb.org/t/p/{width_variable}/su3N5YK84NTukPHW1E0dR2yBl9e.jpg
tt0098426	2	nm0022033	actress	\N	"[""Guinevere""]"	https://image.tmdb.org/t/p/{width_variable}/j5QgWpNl4fLhrzD7TV0uMz2xnvQ.jpg
tt0098426	3	nm0350642	actor	\N	"[""Sir Lancelot""]"	https://image.tmdb.org/t/p/{width_variable}/tq5bHJ9zciTKghAGzpbg6Ii54Uo.jpg
tt0098426	4	nm0357194	actress	\N	"[""Peggy""]"	https://image.tmdb.org/t/p/{width_variable}/fo3CyqilQ8xS8P9Azx1bNXd79F9.jpg
tt0098426	5	nm0379797	director	\N	\N	\N
tt0098426	6	nm0201187	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/uT8guULg7pBrNWkZiAZE7nElI2W.jpg
tt0098426	7	nm1330709	writer	\N	\N	\N
tt0098426	8	nm0586743	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/a2u1oYSGcxvxlc99pxaq5OKG8B1.jpg
tt0098426	9	nm0626134	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/gep2yVb2EoyrKm38rcyU54YVcsA.jpg
tt0098429	10	nm0147439	actor	\N	"[""Inspector""]"	\N
tt0098429	1	nm0051710	actress	\N	"[""Vaitiare""]"	https://image.tmdb.org/t/p/{width_variable}/1pp2QeecfreEMpI9XVBexGDFbjf.jpg
tt0098429	2	nm0654843	actor	\N	"[""Ramón""]"	https://image.tmdb.org/t/p/{width_variable}/2EMFCy8s87hWd8N3YiPT0InNWWf.jpg
tt0098429	3	nm0059599	actor	\N	"[""Miguel""]"	\N
tt0098429	4	nm0350065	actor	\N	"[""Don Ángel""]"	https://image.tmdb.org/t/p/{width_variable}/1taaHdzP0JUWpenwF7riZ4NhY9E.jpg
tt0098429	5	nm0654839	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/s66SfAYU3kdGPhnoPWYNNsKC4mV.jpg
tt0098429	6	nm0305862	composer	\N	\N	\N
tt0098429	7	nm0558293	cinematographer	\N	\N	\N
tt0098429	8	nm0708101	editor	\N	\N	\N
tt0098429	9	nm0654844	actress	\N	"[""Sargento""]"	https://image.tmdb.org/t/p/{width_variable}/rlWM6ur1YxKCcd5RhyS79ULiDX1.jpg
tt0098431	10	nm0827450	actress	\N	"[""Mama""]"	https://image.tmdb.org/t/p/{width_variable}/v77wjgB7HR0TfPWgYKmv9LbFhlB.jpg
tt0098431	1	nm0158141	actor	\N	"[""Tatal""]"	\N
tt0098431	2	nm0216688	actress	\N	"[""Educatoarea""]"	\N
tt0098431	3	nm1754071	actress	\N	"[""Tusa Tina""]"	\N
tt0098431	4	nm9634588	actress	\N	"[""Cocuta""]"	\N
tt0098431	5	nm0619321	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/vBXuTqZg7p9PXaFM5JfobHJWYHP.jpg
tt0098431	6	nm0315826	actress	\N	"[""Bunica""]"	\N
tt0098431	7	nm0580685	actor	\N	"[""Bunicul""]"	https://image.tmdb.org/t/p/{width_variable}/insdQPddzVidUEPkBKCneJ8GFjV.jpg
tt0098431	8	nm1688376	actor	\N	"[""Raducu""]"	\N
tt0098431	9	nm0660965	actor	\N	"[""Doctorul""]"	\N
tt0098461	10	nm1191080	cinematographer	\N	\N	\N
tt0098461	1	nm0420090	actor	\N	"[""Avinash Chandar""]"	https://image.tmdb.org/t/p/{width_variable}/i1D38TUK4JynQHq0hgihFkD61ba.jpg
tt0098461	2	nm0004569	actor	\N	"[""Brijesh Chandar (Birju)""]"	https://image.tmdb.org/t/p/{width_variable}/zhYAdzlDMbhWr8ZBVDK02nrwnOJ.jpg
tt0098461	3	nm0419685	actress	\N	"[""Sudha Chandar""]"	https://image.tmdb.org/t/p/{width_variable}/jD3BDABDH36vYPaQrI3PFWM9KJ9.jpg
tt0098461	4	nm0002043	actress	\N	"[""Chanda""]"	https://image.tmdb.org/t/p/{width_variable}/f2ZF9mVqyLS924NW7xFrvzXeDDR.jpg
tt0098461	5	nm0802692	director	\N	\N	\N
tt0098461	6	nm0795664	writer	written by	\N	https://image.tmdb.org/t/p/{width_variable}/sDXeECPukK5eLXexl7i1azT4kFu.jpg
tt0098461	7	nm1261443	producer	producer	\N	\N
tt0098461	8	nm1261444	producer	producer	\N	\N
tt0098461	9	nm0481568	composer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/5HBI7ecr8YtTVinhXx5Yd90cxHN.jpg
tt0098462	10	nm0212171	cinematographer	\N	\N	\N
tt0098462	1	nm0485940	actress	\N	"[""Emily Hobhouse""]"	\N
tt0098462	2	nm0018776	actor	\N	"[""Rev. Reginald Hobhouse""]"	https://image.tmdb.org/t/p/{width_variable}/5bY3OFb8VpW7ccNn6Q47z84js5M.jpg
tt0098462	3	nm0750192	actress	\N	"[""Lady Mary Hobhouse""]"	https://image.tmdb.org/t/p/{width_variable}/2kqnfVBgUBZFmUKWdLy6z3XizcZ.jpg
tt0098462	4	nm0038731	actor	\N	"[""Lord Arthur Hobhouse""]"	\N
tt0098462	5	nm0222562	director	\N	\N	\N
tt0098462	6	nm0021012	writer	original script	\N	\N
tt0098462	7	nm0893235	writer	final script	\N	\N
tt0098462	8	nm0682215	writer	final script	\N	\N
tt0098462	9	nm0689534	composer	\N	\N	\N
tt0098486	1	nm0465841	actor	\N	"[""Man (segment \""Montag\"")""]"	\N
tt0098486	2	nm0247950	actor	\N	"[""Video Fan (segment \""Dienstag\"")""]"	\N
tt0098486	3	nm0470239	actor	\N	"[""Man in Park (segment \""Mittwoch\"")""]"	\N
tt0098486	4	nm0476131	actress	\N	"[""Spinster (segment \""Freitag\"")""]"	https://image.tmdb.org/t/p/{width_variable}/2thaISJshF3uR6hW9o8SRK1GKgK.jpg
